BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,OFFER,RETAILER,cleaned_offer,cleaned_retailer,cleaned_brand,cleaned_brand_category,cleaned_data
BURTS BEES,Makeup,1210,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,makeup,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart makeup
BURTS BEES,Skin Care,160,"Burt's Bees Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,skin care,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart skin care
BURTS BEES,Skin Care,160,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,burt bee facial wipe select varieti count walmart,walmart,burt bee,skin care,burt bee facial wipe select varieti count walmart walmart burt bee facial wipe select varieti count walmart skin care
BURTS BEES,Skin Care,160,"Burt's Bees® products, select varieties, at Walmart",WALMART,burt bee product select varieti walmart,walmart,burt bee,skin care,burt bee product select varieti walmart walmart burt bee product select varieti walmart skin care
BURTS BEES,Skin Care,160,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,skin care,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart skin care
BURTS BEES,Hair Removal,90,"Burt's Bees Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,hair remov,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart hair remov
BURTS BEES,Hair Removal,90,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,burt bee facial wipe select varieti count walmart,walmart,burt bee,hair remov,burt bee facial wipe select varieti count walmart walmart burt bee facial wipe select varieti count walmart hair remov
BURTS BEES,Hair Removal,90,"Burt's Bees® products, select varieties, at Walmart",WALMART,burt bee product select varieti walmart,walmart,burt bee,hair remov,burt bee product select varieti walmart walmart burt bee product select varieti walmart hair remov
BURTS BEES,Hair Removal,90,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,hair remov,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart hair remov
RATIO,Yogurt,1131,:ratio™ KETO* Friendly Cereal OR Granola,Unknown,ratio keto friendli cereal granola,unknown,ratio,yogurt,ratio keto friendli cereal granola unknown ratio keto friendli cereal granola yogurt
RATIO,"Cereal, Granola, & Toaster Pastries",1080,:ratio™ KETO* Friendly Cereal OR Granola,Unknown,ratio keto friendli cereal granola,unknown,ratio,cereal granola toaster pastri,ratio keto friendli cereal granola unknown ratio keto friendli cereal granola cereal granola toaster pastri
RATIO,Nuts & Seeds,120,:ratio™ KETO* Friendly Cereal OR Granola,Unknown,ratio keto friendli cereal granola,unknown,ratio,nut seed,ratio keto friendli cereal granola unknown ratio keto friendli cereal granola nut seed
BAYS,Bread,1066,Bays® English Muffins,Unknown,bay english muffin,unknown,bay,bread,bay english muffin unknown bay english muffin bread
GOOD HUMOR,Frozen Desserts,1052,Good Humor Viennetta Frozen Vanilla Cake,Unknown,good humor viennetta frozen vanilla cake,unknown,good humor,frozen dessert,good humor viennetta frozen vanilla cake unknown good humor viennetta frozen vanilla cake frozen dessert
GOOD HUMOR,Frozen Desserts,1052,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",THE GIANT CO,rees peanut butter bar count giant martin,giant,good humor,frozen dessert,rees peanut butter bar count giant martin giant rees peanut butter bar count giant martin frozen dessert
GOOD HUMOR,Frozen Desserts,1052,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",MARTINS FOODS,rees peanut butter bar count giant martin,martin food,good humor,frozen dessert,rees peanut butter bar count giant martin martin food rees peanut butter bar count giant martin frozen dessert
GOOD HUMOR,Dips & Salsa,596,Good Humor Viennetta Frozen Vanilla Cake,Unknown,good humor viennetta frozen vanilla cake,unknown,good humor,dip salsa,good humor viennetta frozen vanilla cake unknown good humor viennetta frozen vanilla cake dip salsa
GOOD HUMOR,Dips & Salsa,596,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",THE GIANT CO,rees peanut butter bar count giant martin,giant,good humor,dip salsa,rees peanut butter bar count giant martin giant rees peanut butter bar count giant martin dip salsa
GOOD HUMOR,Dips & Salsa,596,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",MARTINS FOODS,rees peanut butter bar count giant martin,martin food,good humor,dip salsa,rees peanut butter bar count giant martin martin food rees peanut butter bar count giant martin dip salsa
SIR KENSINGTONS,Condiments,954,"Sir Kensington's® Condiments, buy 2",Unknown,sir kensington condiment buy,unknown,sir kensington,condiment,sir kensington condiment buy unknown sir kensington condiment buy condiment
SIR KENSINGTONS,Condiments,954,Sir Kensington's® Condiments,Unknown,sir kensington condiment,unknown,sir kensington,condiment,sir kensington condiment unknown sir kensington condiment condiment
SIR KENSINGTONS,Sauces & Marinades,87,"Sir Kensington's® Condiments, buy 2",Unknown,sir kensington condiment buy,unknown,sir kensington,sauc marinad,sir kensington condiment buy unknown sir kensington condiment buy sauc marinad
SIR KENSINGTONS,Sauces & Marinades,87,Sir Kensington's® Condiments,Unknown,sir kensington condiment,unknown,sir kensington,sauc marinad,sir kensington condiment unknown sir kensington condiment sauc marinad
SIR KENSINGTONS,Dressings,22,"Sir Kensington's® Condiments, buy 2",Unknown,sir kensington condiment buy,unknown,sir kensington,dress,sir kensington condiment buy unknown sir kensington condiment buy dress
SIR KENSINGTONS,Dressings,22,Sir Kensington's® Condiments,Unknown,sir kensington condiment,unknown,sir kensington,dress,sir kensington condiment unknown sir kensington condiment dress
AIDELLS,Packaged Meat,854,"Tyson Products, select varieties, spend $15 at Walmart",WALMART,tyson product select varieti spend walmart,walmart,aidel,packag meat,tyson product select varieti spend walmart walmart tyson product select varieti spend walmart packag meat
ALFAROS,Bakery,783,"Sara Lee® or Alfaros® Artesano bread, buy 5",Unknown,sara lee alfaro artesano bread buy,unknown,alfaro,bakeri,sara lee alfaro artesano bread buy unknown sara lee alfaro artesano bread buy bakeri
ALFAROS,Bakery,783,"Sara Lee® or Alfaros® Artesano bread, spend $8",Unknown,sara lee alfaro artesano bread spend,unknown,alfaro,bakeri,sara lee alfaro artesano bread spend unknown sara lee alfaro artesano bread spend bakeri
ALFAROS,Bakery,783,"Sara Lee® or Alfaros® Artesano bread, buy 2",Unknown,sara lee alfaro artesano bread buy,unknown,alfaro,bakeri,sara lee alfaro artesano bread buy unknown sara lee alfaro artesano bread buy bakeri
ALFAROS,Bakery,783,"Sara Lee® or Alfaros® Artesano bread, spend $20",Unknown,sara lee alfaro artesano bread spend,unknown,alfaro,bakeri,sara lee alfaro artesano bread spend unknown sara lee alfaro artesano bread spend bakeri
ALFAROS,Bread,583,"Sara Lee® or Alfaros® Artesano bread, buy 5",Unknown,sara lee alfaro artesano bread buy,unknown,alfaro,bread,sara lee alfaro artesano bread buy unknown sara lee alfaro artesano bread buy bread
ALFAROS,Bread,583,"Sara Lee® or Alfaros® Artesano bread, spend $8",Unknown,sara lee alfaro artesano bread spend,unknown,alfaro,bread,sara lee alfaro artesano bread spend unknown sara lee alfaro artesano bread spend bread
ALFAROS,Bread,583,"Sara Lee® or Alfaros® Artesano bread, buy 2",Unknown,sara lee alfaro artesano bread buy,unknown,alfaro,bread,sara lee alfaro artesano bread buy unknown sara lee alfaro artesano bread buy bread
ALFAROS,Bread,583,"Sara Lee® or Alfaros® Artesano bread, spend $20",Unknown,sara lee alfaro artesano bread spend,unknown,alfaro,bread,sara lee alfaro artesano bread spend unknown sara lee alfaro artesano bread spend bread
SUBWAY,Cooking & Baking,762,Spend $10 at Subway,SUBWAY,spend subway,subway,subway,cook bake,spend subway subway spend subway cook bake
SUBWAY,Cooking & Baking,762,Spend $25 at Subway,SUBWAY,spend subway,subway,subway,cook bake,spend subway subway spend subway cook bake
SUBWAY,Cooking & Baking,762,Spend $15 at Subway,SUBWAY,spend subway,subway,subway,cook bake,spend subway subway spend subway cook bake
SUBWAY,Cooking & Baking,762,Spend $35 at Subway,SUBWAY,spend subway,subway,subway,cook bake,spend subway subway spend subway cook bake
ANDRE,Wine,614,"André® California, Champagne OR Sparkling Wines, 750mL bottle",Unknown,andr california champagn sparkl wine ml bottl,unknown,andr,wine,andr california champagn sparkl wine ml bottl unknown andr california champagn sparkl wine ml bottl wine
BUBBIES,Prepared Meals,600,"Bubbies Pickles, Sauerkraut, and Condiments at Whole Foods or Sprouts",SPROUTS FARMERS MARKET,bubbi pickl sauerkraut condiment food sprout,sprout farmer market,bubbi,prepar meal,bubbi pickl sauerkraut condiment food sprout sprout farmer market bubbi pickl sauerkraut condiment food sprout prepar meal
BUBBIES,Prepared Meals,600,"Bubbies Pickles, Sauerkraut, OR Condiments at Whole Foods or Sprouts",SPROUTS FARMERS MARKET,bubbi pickl sauerkraut condiment food sprout,sprout farmer market,bubbi,prepar meal,bubbi pickl sauerkraut condiment food sprout sprout farmer market bubbi pickl sauerkraut condiment food sprout prepar meal
BROWNIE BRITTLE,Bakery,563,"Brownie Brittle® Snacks, select varieties, buy 2",Unknown,browni brittl snack select varieti buy,unknown,browni brittl,bakeri,browni brittl snack select varieti buy unknown browni brittl snack select varieti buy bakeri
BROWNIE BRITTLE,Cookies,229,"Brownie Brittle® Snacks, select varieties, buy 2",Unknown,browni brittl snack select varieti buy,unknown,browni brittl,cooki,browni brittl snack select varieti buy unknown browni brittl snack select varieti buy cooki
LOREAL PARIS HAIR COLOR,Hair Care,542,"L'Oréal Paris Hair color, select varieties, spend $19 at Target",TARGET,loral pari hair color select varieti spend target,target,loreal pari hair color,hair care,loral pari hair color select varieti spend target target loral pari hair color select varieti spend target hair care
LOREAL PARIS HAIR COLOR,Hair Care,542,"L'Oréal Paris Men Expert hair color, spend $19 at Walmart",WALMART,loral pari men expert hair color spend walmart,walmart,loreal pari hair color,hair care,loral pari men expert hair color spend walmart walmart loral pari men expert hair color spend walmart hair care
LOREAL PARIS HAIR COLOR,Hair Care,542,"L’Oréal Paris Men Expert hair color, spend $9 at Walmart",WALMART,loral pari men expert hair color spend walmart,walmart,loreal pari hair color,hair care,loral pari men expert hair color spend walmart walmart loral pari men expert hair color spend walmart hair care
LOREAL PARIS HAIR COLOR,Hair Care,542,L'Oréal Paris Excellence Hair Color at Target,TARGET,loral pari excel hair color target,target,loreal pari hair color,hair care,loral pari excel hair color target target loral pari excel hair color target hair care
LOREAL PARIS HAIR COLOR,Hair Care,542,"L'Oréal Paris Hair color, select varieties, spend $25 at Target",TARGET,loral pari hair color select varieti spend target,target,loreal pari hair color,hair care,loral pari hair color select varieti spend target target loral pari hair color select varieti spend target hair care
LOREAL PARIS HAIR COLOR,Hair Care,542,"L'Oréal Paris Hair color, select varieties, spend $9 at Target",TARGET,loral pari hair color select varieti spend target,target,loreal pari hair color,hair care,loral pari hair color select varieti spend target target loral pari hair color select varieti spend target hair care
SAFEWAY,Candy,529,Shop 2 times at Safeway,SAFEWAY,shop time safeway,safeway,safeway,candi,shop time safeway safeway shop time safeway candi
SAFEWAY,Candy,529,Spend $210 at Safeway,SAFEWAY,spend safeway,safeway,safeway,candi,spend safeway safeway spend safeway candi
SAFEWAY,Candy,529,Any Safeway receipt,SAFEWAY,safeway receipt,safeway,safeway,candi,safeway receipt safeway safeway receipt candi
